   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.002    0.002 piecewise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 piecewise.py:15(ExprCondPair)
        1    0.000    0.000    0.000    0.000 piecewise.py:60(Piecewise)
        1    0.000    0.000    0.000    0.000 pkgdata.py:1(<module>)
        1    0.000    0.000    0.001    0.001 plane.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plane.py:25(Plane)
        1    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        1    0.000    0.000    0.009    0.009 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        1    0.000    0.000    0.004    0.004 plot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plot.py:1040(ContourSeries)
        1    0.000    0.000    0.000    0.000 plot.py:1087(BaseBackend)
        1    0.000    0.000    0.000    0.000 plot.py:1095(MatplotlibBackend)
        1    0.000    0.000    0.000    0.000 plot.py:1344(TextBackend)
        1    0.000    0.000    0.000    0.000 plot.py:1365(DefaultBackend)
        1    0.000    0.000    0.000    0.000 plot.py:309(PlotGrid)
        1    0.000    0.000    0.000    0.000 plot.py:450(BaseSeries)
        1    0.000    0.000    0.000    0.000 plot.py:527(Line2DBaseSeries)
        1    0.000    0.000    0.000    0.000 plot.py:577(List2DSeries)
        1    0.000    0.000    0.000    0.000 plot.py:594(LineOver1DRangeSeries)
        1    0.000    0.000    0.000    0.000 plot.py:60(Plot)
        1    0.000    0.000    0.000    0.000 plot.py:711(Parametric2DLineSeries)
        1    0.000    0.000    0.000    0.000 plot.py:832(Line3DBaseSeries)
        1    0.000    0.000    0.000    0.000 plot.py:845(Parametric3DLineSeries)
        1    0.000    0.000    0.000    0.000 plot.py:897(SurfaceBaseSeries)
        1    0.000    0.000    0.000    0.000 plot.py:929(SurfaceOver2DRangeSeries)
        1    0.000    0.000    0.000    0.000 plot.py:971(ParametricSurfaceSeries)
        1    0.000    0.000    0.007    0.007 plot_implicit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plot_implicit.py:42(ImplicitSeries)
        1    0.000    0.000    0.141    0.141 point.py:1(<module>)
      136    0.000    0.000    0.000    0.000 point.py:1045(x)
     1959    0.049    0.000   21.483    0.011 point.py:106(__new__)
        1    0.000    0.000    0.000    0.000 point.py:1075(Point3D)
     3087    0.008    0.000    0.172    0.000 point.py:152(<genexpr>)
     3087    0.003    0.000    0.004    0.000 point.py:154(<genexpr>)
      132    0.004    0.000   20.917    0.158 point.py:163(<dictcomp>)
      432    0.009    0.000    0.453    0.001 point.py:183(__add__)
      432    0.008    0.000    0.074    0.000 point.py:219(<listcomp>)
      231    0.004    0.000    0.008    0.000 point.py:231(__eq__)
      204    0.000    0.000    0.003    0.000 point.py:239(__hash__)
     1626    0.003    0.000    0.004    0.000 point.py:242(__iter__)
     6075    0.009    0.000    0.014    0.000 point.py:245(__len__)
       33    0.000    0.000    0.030    0.001 point.py:248(__mul__)
       33    0.001    0.000    0.008    0.000 point.py:276(<listcomp>)
       33    0.000    0.000    0.018    0.001 point.py:283(__neg__)
       33    0.000    0.000    0.003    0.000 point.py:285(<listcomp>)
      399    0.003    0.000    0.441    0.001 point.py:288(__sub__)
      399    0.002    0.000    0.015    0.000 point.py:291(<listcomp>)
      797    0.008    0.000    0.042    0.000 point.py:293(_normalize_dimension)
     2591    0.003    0.000    0.013    0.000 point.py:304(<genexpr>)
     2591    0.003    0.000    0.011    0.000 point.py:305(<genexpr>)
       67    0.003    0.000    0.714    0.011 point.py:311(affine_rank)
       67    0.000    0.000    0.004    0.000 point.py:324(<listcomp>)
       67    0.000    0.000    0.236    0.004 point.py:326(<listcomp>)
       67    0.000    0.000    0.000    0.000 point.py:328(<listcomp>)
      632    0.005    0.000    0.171    0.000 point.py:330(<lambda>)
     3621    0.005    0.000    0.019    0.000 point.py:333(ambient_dimension)
        1    0.000    0.000    0.000    0.000 point.py:39(Point)
       34    0.001    0.000    0.218    0.006 point.py:521(is_collinear)
       34    0.000    0.000    0.002    0.000 point.py:555(<listcomp>)
       33    0.001    0.000    0.044    0.001 point.py:624(is_scalar_multiple)
        1    0.000    0.000    0.000    0.000 point.py:859(Point2D)
     1029    0.006    0.000    0.038    0.000 point.py:911(__new__)
        1    0.000    0.000    0.049    0.049 polyclasses.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1068(DMF)
        1    0.000    0.000    0.000    0.000 polyclasses.py:11(GenericPoly)
        1    0.001    0.001    0.001    0.001 polyclasses.py:145(DMP)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1515(ANP)
        1    0.000    0.000    0.000    0.000 polyconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyconfig.py:53(configure)
        1    0.000    0.000    0.001    0.001 polyerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyerrors.py:103(NotReversible)
        1    0.000    0.000    0.000    0.000 polyerrors.py:107(NotAlgebraic)
        1    0.000    0.000    0.000    0.000 polyerrors.py:111(DomainError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:115(PolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:119(UnificationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:123(GeneratorsError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:127(GeneratorsNeeded)
        1    0.000    0.000    0.000    0.000 polyerrors.py:131(ComputationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:14(ExactQuotientFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:142(UnivariatePolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:146(MultivariatePolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:150(PolificationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:172(OptionError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:176(FlagError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:31(PolynomialDivisionFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:58(OperationNotSupported)
        1    0.000    0.000    0.000    0.000 polyerrors.py:68(HeuristicGCDFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:7(BasePolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:72(ModularGCDFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:75(HomomorphismFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:79(IsomorphismFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:83(ExtraneousFactors)
        1    0.000    0.000    0.000    0.000 polyerrors.py:87(EvaluationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:91(RefinementFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:95(CoercionFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:99(NotInvertible)
        1    0.000    0.000    0.256    0.256 polyfuncs.py:1(<module>)
        1    0.000    0.000    0.003    0.003 polygon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polygon.py:1411(RegularPolygon)
        1    0.000    0.000    0.000    0.000 polygon.py:2038(Triangle)
        1    0.000    0.000    0.000    0.000 polygon.py:23(Polygon)
        1    0.001    0.001    0.120    0.120 polyhedron.py:1(<module>)
        5    0.000    0.000    0.000    0.000 polyhedron.py:1002(<genexpr>)
        7    0.000    0.000    0.000    0.000 polyhedron.py:1004(<genexpr>)
        9    0.000    0.000    0.000    0.000 polyhedron.py:1006(<genexpr>)
       13    0.000    0.000    0.000    0.000 polyhedron.py:1008(<genexpr>)
       21    0.000    0.000    0.000    0.000 polyhedron.py:1010(<genexpr>)
        1    0.000    0.000    0.000    0.000 polyhedron.py:11(Polyhedron)
        5    0.000    0.000    0.041    0.008 polyhedron.py:30(__new__)
        5    0.000    0.000    0.014    0.003 polyhedron.py:382(<listcomp>)
        5    0.000    0.000    0.002    0.000 polyhedron.py:384(<listcomp>)
        5    0.000    0.000    0.000    0.000 polyhedron.py:468(faces)
        2    0.000    0.000    0.010    0.005 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.002    0.002 polynomialring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomialring.py:11(PolynomialRing)
        2    0.000    0.000    0.011    0.006 polynomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomials.py:1061(laguerre)
        1    0.000    0.000    0.000    0.000 polynomials.py:1165(assoc_laguerre)
        1    0.000    0.000    0.000    0.000 polynomials.py:281(gegenbauer)
        1    0.000    0.000    0.000    0.000 polynomials.py:35(OrthogonalPolynomial)
        1    0.000    0.000    0.000    0.000 polynomials.py:428(chebyshevt)
        1    0.000    0.000    0.000    0.000 polynomials.py:52(jacobi)
        1    0.000    0.000    0.000    0.000 polynomials.py:540(chebyshevu)
        1    0.000    0.000    0.000    0.000 polynomials.py:660(chebyshevt_root)
        1    0.000    0.000    0.000    0.000 polynomials.py:700(chebyshevu_root)
        1    0.000    0.000    0.000    0.000 polynomials.py:744(legendre)
        1    0.000    0.000    0.000    0.000 polynomials.py:854(assoc_legendre)
        1    0.000    0.000    0.000    0.000 polynomials.py:965(hermite)
        1    0.000    0.000    0.012    0.012 polyoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyoptions.py:185(_init_dependencies_order)
        1    0.000    0.000    0.000    0.000 polyoptions.py:19(Option)
        1    0.000    0.000    0.000    0.000 polyoptions.py:258(Expand)
        1    0.000    0.000    0.000    0.000 polyoptions.py:271(Gens)
        1    0.000    0.000    0.000    0.000 polyoptions.py:300(Wrt)
        1    0.000    0.000    0.000    0.000 polyoptions.py:327(Sort)
        1    0.000    0.000    0.000    0.000 polyoptions.py:349(Order)
        1    0.000    0.000    0.000    0.000 polyoptions.py:366(Field)
        1    0.000    0.000    0.000    0.000 polyoptions.py:375(Greedy)
        1    0.000    0.000    0.000    0.000 polyoptions.py:384(Composite)
        1    0.000    0.000    0.005    0.005 polyoptions.py:397(Domain)
        1    0.000    0.000    0.000    0.000 polyoptions.py:45(Flag)
        1    0.000    0.000    0.000    0.000 polyoptions.py:502(Split)
        1    0.000    0.000    0.000    0.000 polyoptions.py:51(BooleanOption)
        1    0.000    0.000    0.000    0.000 polyoptions.py:517(Gaussian)
        1    0.000    0.000    0.000    0.000 polyoptions.py:533(Extension)
        1    0.000    0.000    0.000    0.000 polyoptions.py:566(Modulus)
        1    0.000    0.000    0.000    0.000 polyoptions.py:592(Symmetric)
        1    0.000    0.000    0.000    0.000 polyoptions.py:601(Strict)
        1    0.000    0.000    0.000    0.000 polyoptions.py:611(Auto)
        1    0.000    0.000    0.000    0.000 polyoptions.py:62(OptionType)
        1    0.000    0.000    0.000    0.000 polyoptions.py:628(Frac)
        1    0.000    0.000    0.000    0.000 polyoptions.py:638(Formal)
        1    0.000    0.000    0.000    0.000 polyoptions.py:648(Polys)
       25    0.002    0.000    0.002    0.000 polyoptions.py:65(__init__)
        1    0.000    0.000    0.000    0.000 polyoptions.py:654(Include)
        1    0.000    0.000    0.000    0.000 polyoptions.py:664(All)
        1    0.000    0.000    0.000    0.000 polyoptions.py:674(Gen)
        1    0.000    0.000    0.000    0.000 polyoptions.py:691(Series)
        1    0.000    0.000    0.000    0.000 polyoptions.py:701(Symbols)
        1    0.000    0.000    0.000    0.000 polyoptions.py:718(Method)
        1    0.000    0.000    0.000    0.000 polyoptions.py:77(Options)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:23(PolyQuintic)
        1    0.000    0.000    0.125    0.125 polyroots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polysys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polysys.py:15(SolveFailed)
        1    0.000    0.000    0.363    0.363 polytools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polytools.py:4167(PurePoly)
       12    0.000    0.000    0.000    0.000 polytools.py:59(_polifyit)
        1    0.000    0.000    0.000    0.000 polytools.py:6840(GroebnerBasis)
        1    0.000    0.000    0.001    0.001 polytools.py:88(Poly)
        2    0.000    0.000    0.001    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 polyutils.py:424(PicklableWithSlots)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
        1    0.000    0.000    0.041    0.041 power.py:1(<module>)
        4    0.000    0.000    0.000    0.000 power.py:125(integer_log)
        1    0.000    0.000    0.000    0.000 power.py:180(Pow)
    53/24    0.002    0.000    0.086    0.004 power.py:267(__new__)
       19    0.000    0.000    0.000    0.000 power.py:327(base)
       17    0.000    0.000    0.000    0.000 power.py:331(exp)
        1    0.000    0.000    0.010    0.010 power.py:348(_eval_power)
       18    0.000    0.000    0.000    0.000 power.py:40(integer_nthroot)
        5    0.000    0.000    0.002    0.000 power.py:555(_eval_is_zero)
        4    0.000    0.000    0.000    0.000 power.py:709(_eval_is_finite)
       18    0.000    0.000    0.000    0.000 power.py:83(_integer_nthroot_python)
       20    0.000    0.000    0.000    0.000 power.py:859(as_base_exp)
        1    0.000    0.000    0.001    0.001 powerset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 powerset.py:12(PowerSet)
        1    0.000    0.000    0.000    0.000 powsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
